smiles,CHEMBL226,CHEMBL240,CHEMBL251
COc1cccc2sc(NC(=O)c3cc4ccccc4s3)nc12,5.51,,
NC(=O)c1cccc(N)c1,3.99,3.99,3.99
N#Cc1ccc(NC(=O)[C@H](CN2CC(O)C2)Oc2ncnc3c2cnn3-c2c(Cl)cccc2Cl)nc1,,5.2,
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ocnc4C)n2C)CC3)n(C)n1,,5.6,
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34)nc12,,5.38,
Cc1csc(-c2ccc(N)c(NC(=O)c3ccc(N4CCC5(CC4)CNC(=O)O5)nc3)c2)c1,,5.7,
CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,,7.1,
CC(C)c1ccc(CO[C@H]2CCCC2Nc2ncnc3c2ncn3C2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,,,4.94
Fc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C(F)(F)F,,5.8,
O=C(O)c1ccnc(Nc2nc(-n3cc(CO)cn3)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,7.19,,3.99
Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1,,5.52,
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccccn5)nc43)CC2)cc1,5.87,,7.9
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,3.99,
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2ncccc2c1,,5.0,
CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1,,3.99,
CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cccnc3)CC2)C1,,6.65,
CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,7.3,,8.0
Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)cc(OCC(C)(C)O)n1,,4.75,
COc1cc(-c2cn(C3CCc4ccccc4N(CC(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,,5.05,
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C)n2C)CC3)no1,,6.1,
Nc1nc(-c2nccs2)c2c(n1)-c1ccccc1C2=O,8.16,,9.3
COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,,5.52,
CC(=O)c1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,,,7.03
O=c1ccc(-c2ccc(OC3CCN(C4CCC4)CC3)nc2)n[nH]1,,5.05,
Cc1ccc2c(NN)c(Cc3ccccc3)cnc2n1,3.99,,6.14
O=C(Cc1ccccc1)Nc1nn2c(-c3ccco3)nnc2s1,,,5.29
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,,4.87,
CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,,,6.72
CC(=O)N1CCC2(CCN(c3ccc(C(=O)Nc4cc(-c5cccs5)ccc4N)cn3)C2)C1,,5.27,
Nc1nc(C(=O)NCCc2ccc(O)cc2)cn2nc(-c3ccco3)nc12,,,9.0
O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ccccc23)=C1c1cn(-c2ccc3ccccc3c2)c2ccccc12,,6.07,
CCNc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](C(=O)NC)[C@@H](O)[C@H]3O)c2n1,6.3,,6.3
CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)[nH]c2c1=O,3.99,,3.99
COc1ccc(CN2CCC(C#N)(CNC(=O)c3cc(OC)cc(OC)c3)CC2)cc1,,5.49,
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(Cl)cc2o1,,7.98,
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,,5.58,
Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,6.703333333333333,,5.853333333333333
CC(C)(C)n1nnc2c1CCC(n1cnc(-c3ccc(F)cc3)n1)C2,,5.2,
COc1ccccc1CCCc1nc(N)c2nn(-c3ccccc3)cc2n1,8.4,,6.82
CCNC(=O)c1cnn(-c2nc(NC3CCCC3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,9.0,,3.99
Cc1cc2nc(CC3CCCNC3)n(Cc3ccc(Cl)cc3)c2cc1C,,6.31,
Cc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,,5.5,
Cc1c(CCN2CCN(C(=O)Cc3cnc(-n4cnnn4)cn3)CC2)ccc2c1COC2=O,,4.92,
COc1cc(C(=O)N2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,5.57,
CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,,5.68,
Fc1ccc(CCN2CCC3(CCc4ccccc4O3)CC2)c(F)c1,,6.96,
O=C(Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccccc3)nn12)c1cccc(Cl)c1,6.04,,3.99
Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1Cc1ccc(F)cc1,,5.3,
Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1ccccn1,,6.2,
CCCCCCn1c(NC2CCN(CCc3ccc(OC)cc3)CC2)nc2ccccc21,,7.52,
Cc1nn(C)c(C)c1-c1nc2c(N3CCN(Cc4cccnc4)CC3)c(Br)cnc2[nH]1,,4.97,
CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,,4.78,
CCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NCCc1cccc(F)c1,7.5,,
CNCCCC12CCC(c3ccccc31)c1ccccc12,3.99,3.99,3.99
CCC(O)(c1cn(Cc2ccc3c(-c4ccccc4)c(C(C)(C)O)sc3c2)nn1)C(F)(F)F,,5.58,
C[C@@H](Oc1ccccc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1,5.28,,6.0
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCNC(=O)C2)cc1Cl,,3.99,
N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2ccco2)nc1N,6.57,,
COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,,5.72,
CCc1sc(N)c(C(=O)c2ccc(Cl)cc2)c1CN1CCN(c2ccccc2)CC1,3.99,,3.99
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc4ccccc34)nc(Cl)nc21,5.95,,5.82
CC(=O)Nc1cc(-c2ccccc2O)nc(-n2nc(C)cc2C)n1,,,8.72
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,3.99,3.99,3.99
CCOC(=O)c1sc2nc(/C=C/c3ccc(-n4cnc(C)c4)c(OC)c3)nc(N)c2c1C,,6.01,
O=C(NCC1(N2CCCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,,5.15,
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1,,5.17,
CC(C)c1noc(N2CCC([C@H]3C[C@H]3CCOc3ccc(CC(=O)N4CCC4)c(F)c3)CC2)n1,,5.16,
Nc1nc(NCCc2ccc(O)c(O)c2)nc2sc(-c3ccco3)nc12,7.41,,7.4
Nc1nc(-c2ccco2)c2cnn(Cc3cccc([N+](=O)[O-])c3)c2n1,6.3,,8.4
Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5)CC3)cccc2n1,,6.2,
CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCO[C@H]2C[C@@H]3CC[C@H](C2)N3C)cc1,,5.8,
Cn1c(/C=C/c2ccccc2)nc2c1ccc(=O)n2C,,,3.99
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,8.72,,7.41
CCCn1c(=O)c2c(nnn2C2CCCC2)n(CCC)c1=O,,,5.0
O[C@H](COc1ccc(C(F)(F)F)cc1)CN1CCN(Cc2c(F)cccc2Cl)CC1,,4.86,
Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,,6.1,
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,4.99,,5.15
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(=O)(=O)C(C)C)c(F)cc2F)CC1,,5.05,
COc1cc(Nc2nc(C)cc(N(C)C)n2)ccc1F,,5.3,
CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(F)cc4)c3)[nH]c2n(CCC)c1=O,7.64,,6.92
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(F)c(F)c2)n1C)CC3,,5.9,
Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]2C[C@@H]3CN(CCC(F)(F)F)C[C@@H]3C2)c1,,5.34,
NC(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,6.16,,7.96
COc1ccc([C@H]2CN(CCc3cccc(OC)c3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,,7.33,
CC(=O)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,,4.7,
Nc1nc(C(=O)NCC2CCCCC2)c2cccc(F)c2n1,6.77,,7.35
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc(C(=O)OC)c1C,4.72,,4.58
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,,5.866666666666667,
CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,,6.82,
CCCCc1cc(OC2CCN(CCCS(=O)(=O)NC(C)(C)C)CC2)c2ncccc2c1.Cl.Cl,,6.55,
CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,3.99,,7.7749999999999995
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(N)=O)c2)CC1,,4.6,
Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,,5.17,
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,,6.18,
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4ccc(C)o4)ncnc32)[C@H](O)[C@@H]1O,6.16,,5.8
c1ccc(C(Cc2ccccc2OC2CC2)N2CCNCC2)cc1,,5.19,
Cc1cc(C)nc(NC(=N)NCCc2ccsc2)n1,,,6.4
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,3.99,4.565833333333333,3.99
COc1ccc(-n2nc(C(=O)O)c3csc(N)c3c2=O)cc1,5.58,,
COc1ccc(NC(=O)Nc2nc3ccc(Cl)cc3c3nc(-c4ccco4)nn23)cc1,8.12,,8.03
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1,,4.8,
Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)CC3)cccc2n1,,5.4,
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,3.99,3.99,3.99
CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,,5.0,
Nc1sc(Br)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,5.2,,
CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,5.19,
COc1ccc2ncc(F)c(CC(F)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,,5.5,
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,7.12,,6.7
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(Cl)c1,,5.91,
O=C(/C=C/c1ccc2c(c1)CN(CCC1CCCCC1)C2)NO,,4.66,
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,3.99,3.99,3.99
CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1,,4.75,
CCCCc1nc2[nH]ncc2c2nc(-c3ccc(F)cc3)nn12,6.21,,3.99
CCSc1nc(N)nc(-c2ccccc2)n1,7.17,,8.3
COc1cccc(-c2n[nH]c(Cc3ccccc3Br)n2)c1,,,7.7
Cc1ccc(-c2nc(CSc3nc(N)c(C#N)c(-c4ccc5c(c4)OCO5)n3)cs2)cc1,8.51,,
COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,,4.64,
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)N(CCCl)CCCl)cc2)c2nc(-c3ccco3)nn12,5.28,,9.23
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccco3)nc12,,,7.24
CCOCCOc1ccc(N2CCN(CCC(=O)Nc3cc(-c4ccco4)c4oc(-c5ccco5)nc4c3)CC2)cc1,,,3.99
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ncccn5)CC4)cc3)cc2n(C)c1=O,,,6.38
O[C@H]1CC[C@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,,5.24,
O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1,,7.06,
COc1ccc(-c2csc3nc(=O)cc(N)n23)cc1,3.99,,3.99
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCCc4ccc(Br)cc43)C2)n1C,,5.9,
O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2Cl)nc1)c1ccccc1F,,5.32,
Nc1nc2c(cnn2CCCc2ccc(OCC(=O)O)cc2)c2nc(-c3ccco3)nn12,5.77,,7.99
CCOc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.58,,6.44
COc1ccccc1OCC(O)CO,3.99,3.99,3.99
Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CCCC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,7.0,,4.99
CCCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CCC)c1=O,,,5.68
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccco5)ncnc43)[C@H](O)[C@@H]2O)n1,7.115,,6.865
CN(Cc1ccc(Cl)c(Cl)c1)C(=O)COc1ccc2[nH]c(=O)c(S(C)(=O)=O)c(CCc3ccccc3)c2c1,6.22,,3.99
CCCCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NC1CC1,6.0,,
CCOC(=O)c1cnc(NCC(C)C)n2nc(-c3ccco3)nc12,7.34,,7.35
COc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,,5.52,
CC(=O)NC[C@@H]1OC(=O)N2c3ccc(-c4ccc(C#N)nc4)cc3OC[C@@H]12,,5.56,
O=C1NC[C@@H](c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,,5.85,
COc1cc(-c2cn(Cc3cccc4cccnc34)nn2)ccc1-n1cnc(C)c1,,5.26,
Nc1nc(SCCc2ccc(S(=O)(=O)O)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.27,,6.6850000000000005
CCOc1ccc(NC(C)=O)cc1,3.99,3.99,3.99
CCCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NC1CC1,6.8,,5.81
CN1C[C@H]2[C@@H](C1)[C@@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1,,5.07,
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5cccc(OC)c5)nc43)[C@H](O)[C@@H]2O)n1,,,7.68
Cc1cc2nc(/C=C/C3CCCN3C)n(Cc3ccc(Cl)cc3)c2cc1C,,6.01,
COc1cccc(-c2c(C#N)c(N)nc(SCc3ncc[nH]3)c2C#N)c1,8.7,,6.98
CC(C)n1nc(-c2ccccn2)c2sccc2c1=O,6.04,,
CC(C)CCNc1ccc(C(=O)Nc2nccs2)cc1,,,6.14
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.99,3.99,3.99
CCCOc1cc(NC(C)=O)nc(SCCC)n1,5.26,,
COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)cn(CCCOC)c12,,6.07,
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,,4.72,
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)c2nnn[nH]2)CC1,,4.74,
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,,5.16,
CC(=O)Nc1cc(-c2ccccc2)cc(-c2ccccc2)n1,7.68,,
Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1,,,6.96
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4)cc3c(=O)c2c1,,6.54,
CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,,6.18,
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1,,6.85,
O=C(NOCCO)c1ncc2cncn2c1Nc1ccc(I)cc1F,,5.48,
Cc1cc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)no1,6.52,,8.07
NCC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,,5.82,
OC1CS[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H]1O,5.6,,7.425000000000001
Nc1nc(OCCc2c[nH]c3cccc(Br)c23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.35,,7.4
CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCC4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc3)[nH]c2c1=O,3.99,,3.99
COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccccn1)CC2,,6.92,
COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccc(Cl)cc4)nn23)cc1,5.19,,5.84
Cc1ccc(-n2c(-c3ncccc3Cl)nc(CN[C@H]3CC[C@@H](F)C3)c2C)cn1,,4.51,
CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N(C)C)nc(Cl)nc31)[C@H](O)[C@@H]2O,3.99,,
Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,,6.17,
CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl,,5.81,
Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)C(C)(C)C3)cccc2n1,,5.6,
CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccncc2c1=O,,5.9,
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2ccccc2Cl)c1Br,,5.21,
O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)NC1CCN(c2ccccn2)CC1,,,8.4
Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc4cc[nH]c(=O)c34)cccc12,,5.09,
CC(C)(C)OC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,7.22,,8.19
O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,,6.28,
Cl.FCCOc1cccc(CCN2CCC(CCc3ccccc3)CC2)c1,,6.39,
CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5ccccc5C)n4)cc3)[nH]c2n(CCC)c1=O,3.99,,3.99
CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,8.22,,7.66
COc1ccc(Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,7.038823529411765,,
O=C(NCc1ccc(OC(F)(F)F)c(Cl)c1)c1ccc(S(=O)(=O)Nc2nccs2)c(F)c1,,4.75,
CNCc1cc(F)c(Cl)cc1Oc1ccc(Cl)c(Cl)c1,,5.49,
COCCc1ccc(OCC(O)CNC(C)C)cc1,3.99,3.99,3.99
CCn1c(=O)c2c(nc(/C=C/c3ccc(OCCCC(=O)NCCCCCCCCCCCC(=O)OC)c(OC)c3)n2C)n(CC)c1=O,,,3.99
CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,3.99,3.99,3.99
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)cc2n(C)c1=O,7.83,,7.215
CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1cnc(C)cn1,,4.8,
COc1cncc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,6.72,4.62,7.897500000000001
CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(F)c(F)c4)nn3C)[nH]c2n(CCC)c1=O,5.72,,3.99
CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C#N)cn1,,4.7,
CC(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N2CCN(CCc4ccc(F)cc4)CC2=O)C3)CC1,,4.6,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,,4.5,
Cc1cc(-c2nnc(N)nc2-c2ccccc2)cc(C)n1,7.07,,8.504999999999999
COc1ccc2nccc([C@@H]3CN(C4CCN(Cc5cc6ccccc6[nH]5)CC4)C(=O)O3)c2c1,,5.8,
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3occc3c2)cn1,,8.57,
O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)c(Cl)c1)c1ccccc1F,,5.7,
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC7(O)COC7)nc56)(CC3)OC4)nc2N1,,4.91,
CC[C@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12)C1CC1,6.93,,5.53
Cc1onc(C(=O)N2CCC(Nc3cc(=O)n(C)c4cc(F)c(F)cc34)CC2)c1C,5.1,,
CN(CC(=O)O)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,,5.85,
COC(=O)N(NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,6.06,
CCOC(=O)[C@H]1Oc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2O1,,,8.26
Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(C(F)(F)F)n1,6.93,,7.97
Oc1nc2ccccc2c2nn(-c3ccc(F)cc3)cc12,3.99,,3.99
CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(N(C)C)nc(Cl)nc32)[C@H](O)[C@@H]1O,3.99,,3.99
Cl.NNC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,5.05,,
Nc1ncc(-c2ccc(O)c(O)c2)c(-c2ccccc2)n1,7.92,,8.33
N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,4.09,
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,,5.75,
c1ccc2nc(-c3nc4ccccc4[nH]3)cnc2c1,7.3,,6.25
COc1ccc(C(=O)Nc2nc3ccccc3n3c(=O)c(-c4ccc(C)cc4)nn23)cc1,7.09,,3.99
CCn1nnc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)n1,6.19,,7.03
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2C(F)(F)F)CO1,,4.26,
Cn1c(=O)c2[nH]c(Cc3ccc(OCCCCl)cc3)nc2n(C)c1=O,3.99,,3.99
Cc1ccccc1-n1cc2c(n1)c(N)nc1ccccc12,,,5.8
CC(C)n1nc(C(=O)NCC2CCN(CCN3CCOCC3)CC2)c2ccccc21.Cl.Cl,,4.49,
CCCn1c(-c2ccco2)nc2c(NCc3ccccc3)ncnc21,6.26,,7.1
Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(O)cc4CN4CCOCC4)c3)CC2)nn1C,,4.5,
CC1(C)CC(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(C)(C)N1[O],7.3,,3.99
Cc1cccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)c1,,5.8,
Cc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1,,5.12,
COC(=O)c1c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n(C)c1=O,,5.84,
CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,,5.05,
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2cnsn2)C3=O)ccc2c1COC2=O,,5.21,
O=C(NCCN1CCCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1,,5.3,
NC1(C(=O)N[C@@H](CCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,4.68,
O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](O)CC2)C1,,4.52,
CCCCc1nc2[nH]ncc2c2nc(-c3ccc(OC)cc3)nn12,,,5.58
Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,,6.03,
